9;1;3;2,15
8;1;1;5,15
2;7;1;2,12
5;4;-1;2,10
6;2;2;4,14
8;2;2;3,15
5;4;3;3,15
7;3;1;1,12
8;3;7;3,21
9;3;7;3,22
1;5;4;6,16
5;3;4;2,14
2;3;4;4,13
7;-2;5;5,15
3;3;-1;5,10
2;4;4;2;5,17
1;2;3;4;3,13
8;2;2;3;5,20
3;3;3;3;3,15
2;4;4;2;5;3,20
1;2;3;4;3;5,18
8;2;2;3;5;2,22
5;5;2,12
4;6;4,14
1;9;7,17
6;3;2,11
6;5;5,16
4;4;3;-1,10
7;3;6;-4,12
8;3;7;-7,11
6;1;9;-6,10
4;5;4;8,21
5;3;4;3,15
8;1;3;4,16
9;2;1;9,21
3;7;1;2,13
5;4;1;3,13
6;3;4;-2,11
7;3;5;-5,10
3;3;4;5,15
7;5;4;-2;8,22
3;7;3;3;-3,13
3;6;3;2;-3,11
3;4;4;2;5;3,21
6;2;3;4;3;-5,13
9;2;2;3;5;2,23
7;3;2,12
5;5;3,13
8;3;6,17
7;2;2,11
3;7;7,17
2;8;9,19
6;4;2,12
5;3;2;4,14
9;1;2;3,15
6;3;3;3,15
5;4;-1;2,10
8;2;3;2,15
8;1;1;5,15
1;8;1;2,12
8;2;1;1,12
7;4;7;3,21
9;5;5;3,22
1;5;3;7,16
4;4;4;2,14
3;2;4;4,13
8;-2;4;5,15
4;2;-1;5,10
8;2;2;4;4,20
9;1;1,11
9;4;1,14
6;3;1,10
6;9;2,17
5;5;8,18
9;1;3,13
9;1;2,12
5;4;2,11
2;7;1,10
4;5;2,11
1;5;-3;7,10
7;-3;4;9,17
5;5;7;3,20
2;2;6;4,14
2;8;3;-2,11
9;1;7;-5,12
5;4;4;-2,11
6;4;5;-5,10
3;3;4;5,15
2;2;2;2;2,10
3;3;3;3;3,15
3;2;5;6;2,18
8;2;3;4;1,18
9;-6;3;4;3,13
6;-1;4;1;3,13
3;2;3;2;2,12
5;5;2;6;1,19
2;3;5;2;1,13
2;8;3;2;2,17
2;5;4;2;5;3,21
5;6;2;3;5;2,23
