22;13;-15;22,42
33;12;-23;20,42
36;-14;25;-13,34
83;14;-32;-12,53
26;-13;22;12,47
13;32;23;-10,58
22;23;-33;16,28
12;34;-23;50,73
13;22;51;-55,31
32;13;-21;72,96
42;54;-11;-33,52
41;-24;50;-51,16
39;-13;-14;22,34
27;51;-14;-12,52
23;62;-50;-21,14
45;-34;52;-12,51
34;-32;33;20,55
10;35;-23;51,73
11;21;50;-55,31
32;13;-21;72,96
40;52;-11;-33,52
39;-24;52;-51,16
40;-13;-14;21,34
27;51;-14;-12,52
21;64;-50;-21,14
11;10;10;14,45
31;13;-22;24,46
50;14;14;-16,62
30;17;-34;22,35
21;22;52;-43,52
45;-23;51;12,85
32;-21;34;-13,32
11;33;-23;14,35
13;13;52;-55,23
32;14;-21;72,97
43;54;-22;13,88
38;-24;53;-51,16
33;-23;13;24,47
27;-13;22;-12,24
31;64;-70;-11,14
12;11;23;-14,32
32;12;-22;24,46
52;12;14;-16,62
30;17;-34;22,35
20;23;52;-43,52
83;14;-33;12,76
12;13;12;-13,24
23;11;12;-23,23
32;13;-12;12,45
52;13;10;-14,61
72;13;-12;-10,63
21;14;-12;23,46
12;33;-22;12,35
14;21;12;-32,15
13;23;-13;11,34
17;11;-14;12,26
31;13;-22;24,46
32;13;-12;-23,10
24;22;-31;51,66
61;12;14;-21,66
40;-24;51;-51,16
36;-23;10;24,47
31;14;-12;12,45
51;12;10;-14,61
24;22;-31;51,66
61;12;14;-21,66
14;32;-22;11,35
11;21;15;-32,15
33;11;-22;24,46
32;13;-12;-23,10
70;15;-12;-10,63
21;14;-12;23,46
82;15;-33;12,76
11;14;12;-13,24
20;12;14;-23,23
12;14;22;-10,38
51;10;24;-14,71
21;13;12;-23,23
52;14;11;-22,55
62;11;23;-32,64
21;24;-20;13,38
32;14;50;-33,63
22;24;-31;12,27
35;-13;11;12,45
43;53;-33;12,75
13;34;-23;11,35
32;14;-12;12,46
52;14;12;-22,56
72;13;-11;-11,63
21;13;-12;23,45
12;13;12;-12,25
24;11;12;-24,23
14;23;-12;10,35
38;-13;-14;23,34
25;49;-14;-12,52
24;61;-50;-21,14
12;33;-22;11,34
31;14;-11;12,46
51;14;12;-22,55
71;14;-12;-10,63
