"5,9,2",16
"6,6,4",16
"5,6,4",15
"6,8,3",17
"3,2,9",14
"4,7,4",15
"5,1,8",14
"6,6,5",17
"6,2,6",14
"6,1,7",14
"2,7,6,3",18
"7,7,5,-5",14
"5,8,5,6",24
"6,7,2,-5",10
"3,5,6,-4",10
"8,5,6,-3",16
"5,6,2,-3",10
"6,6,6,-3",15
"5,6,1,2",14
"7,6,2,-1",14
"3,3,8,-3,7",18
"3,5,6,-1,6",19
"1,7,6,2,3",19
"8,-1,7,6,-3",17
"4,5,-3,8,3",17
"4,5,-4,8,-1",12
"3,2,1,7,4",17
"2,2,2,6,2",14
"4,2,6,4,5",21
"3,5,6,-2,5,6",23
"4,4,6,9,5,6",34
"5,7,-3,7,6,-4",18
"2,6,6",14
"5,2,7",14
"5,9,-1",13
"7,1,6",14
"5,8,3",16
"6,7,4",17
"6,4,6",16
"6,-1,7",12
"5,3,7",15
"4,1,9",14
"6,1,7",14
"8,-2,7",13
"2,3,8,4",17
"1,7,6,2",18
"7,6,2,-5",10
"4,5,5,-4",10
"8,9,-6,7",18
"7,5,7,-5",14
"5,9,4,6",24
"8,4,2,-1",14
"6,5,7,-3",15
"5,7,1,1",14
"8,4,7,-3",16
"5,6,2,-3",10
"2,8,6,2,3",19
"2,2,2,6,2",14
"6,2,4,4,5",21
"8,-1,7,6,-3",17
"4,5,-3,8,3",17
"4,5,-4,7,-1",11
"3,2,1,7,5",18
"1,5,8,-3,7",18
"3,6,5,-1,6",19
"3,7,5,-2,4,6",23
"5,3,6,9,5,6",34
"7,7,-3,7,6,-4",20
"5,6,7",18
"2,4,8",14
"3,5,6",14
"8,-2,8",14
"5,3,6",14
"6,6,-5",7
"5,6,-1",10
"1,7,6",14
"5,3,6",14
"6,1,5",14
"8,6,5",19
"9,-3,6",12
"5,2,6",13
"6,7,-4",9
"7,-1,6",12
"5,6,6",17
"3,2,7",12
"1,4,7,-2",10
"3,5,-1,6",13
"5,6,7,5",23
"6,2,6,-5",9
"8,-3,7,6",18
"6,2,6,4",18
"9,3,7,-3",16
"6,8,1,-5",10
"2,5,8,3",18
"7,9,3,-5",14
"4,5,-4,9,3",17
"4,2,8,2,1",17
"6,2,6,6,-7",13
"4,2,7,5,6",24
"3,5,6,2,3",19
