44;-27;23;-26;59,73
27;17;-23;16;-18,19
66;16;-23;21;-65,15
21;51;-17;23;-19,59
31;-17;23;-19;22,40
23;-18;11;22;-18,20
71;11;-27;21;-17,59
74;16;-36;35;-78,11
22;-17;27;-14;16,34
32;-17;14;53;-27,55
22;51;-16;23;-18,62
32;-17;23;-19;22,41
24;-18;11;22;-18,21
44;-26;22;-27;59,72
26;17;-23;16;-18,18
66;16;-23;22;-66,15
72;12;-27;22;-17,62
77;16;-37;34;-78,12
22;-16;27;-14;17,36
34;-17;13;52;-26,56
22;51;-16;24;-19,62
31;-16;24;-19;22,42
24;-18;11;23;-17,23
42;-27;22;-27;58,68
27;17;-24;15;-17,18
67;16;-23;21;-66,15
72;11;-27;22;-18,60
76;17;-37;33;-77,12
23;-16;28;-13;16,38
34;-18;13;52;-26,55
21;52;-17;24;-18,62
31;-17;23;-18;21,40
23;-17;11;22;-18,21
44;-26;23;-27;59,73
27;16;-24;16;-17,18
67;16;-23;22;-66,16
71;11;-26;22;-18,60
77;17;-37;34;-78,13
21;-17;   ;-14;16,34
32;-17;14;53;-26,56
44;-26;22;-27;58,71
27;16;-24;16;-18,17
67;17;-23;21;-66,16
21;52;-17;24;-19,61
31;-17;23;-19;21,39
21;-17;13;23;-18,22
71;11;-26;21;-17,60
77;17;-36;33;-78,13
22;-17;28;-13;17,37
33;-18;14;53;-26,56
21;51;-16;22;-18,62
31;-16;24;-18;22,43
23;-17;11;22;-17,22
43;-26;22;-27;58,70
26;16;-24;16;-17,17
67;17;-23;22;-65,18
72;11;-26;21;-18,60
76;17;-37;33;-78,11
21;-16;29;-13;17,38
34;-17;13;53;-26,57
22;51;-16;23;-19,61
32;-16;24;-19;21,42
23;-17;12;22;-18,22
42;-27;22;-26;59,70
27;17;-23;16;-17,20
66;16;-23;21;-66,14
72;12;-27;22;-18,61
76;16;-36;33;-78,11
22;-17;27;-14;17,35
33;-18;13;52;-27,53
22;51;-17;23;-18,61
33;-17;21;-19;21,39
23;-17;12;22;-17,23
44;-26;23;-27;58,72
27;17;-24;16;-18,18
67;17;-23;22;-65,18
71;10;-27;23;-18,59
77;17;-36;33;-77,14
23;-17;28;-14;17,37
33;-18;14;52;-27,54
21;52;-16;23;-19,61
32;-16;23;-18;21,42
24;-17;11;22;-18,22
41;-26;24;-27;58,70
27;16;-24;16;-17,18
66;17;-22;21;-66,16
71;12;-26;22;-17,62
77;16;-37;33;-77,12
23;-17;28;-13;17,38
33;-18;13;52;-26,54
44;-26;23;-26;59,74
26;17;-24;15;-17,17
65;16;-23;23;-66,15
21;52;-17;23;-18,61
31;-16;23;-18;21,41
23;-18;11;23;-18,21
71;11;-27;22;-17,60
77;16;-37;33;-78,11
23;-17;27;-14;16,35
33;-17;14;52;-27,55
