161;278,44758
782;917,717094
913;526,480238
164;503,82492
875;985,861875
826;854,705404
787;802,631174
768;213,163584
609;280,170520
358;864,309312
527;555,292485
866;975,844350
785;274,215090
304;289,87856
283;512,144896
372;272,101184
391;227,88757
212;404,85648
683;944,644752
674;764,514936
945;805,760725
156;517,80652
317;447,141699
228;757,172596
869;906,787314
818;912,746016
557;784,436688
766;512,392192
295;664,195880
214;612,130968
273;423,115479
822;614,504708
201;656,131856
472;266,125552
233;235,54755
464;220,102080
795;795,632025
606;885,536310
977;807,788439
218;294,64092
309;859,265431
308;238,73304
827;981,811287
216;955,206280
485;510,247350
674;678,456972
553;452,249956
552;585,322920
601;772,463972
292;588,171696
353;966,340998
184;982,180688
785;407,319495
906;467,423102
207;783,162081
648;493,319464
879;637,559923
498;731,364038
277;775,214675
216;890,192240
845;438,370110
914;851,777814
893;558,498294
302;339,102378
991;778,770998
932;500,466000
813;975,792675
754;552,416208
205;469,96145
376;292,109792
227;985,223595
238;412,98056
919;606,556914
818;826,675668
717;615,440955
936;599,560664
775;970,751750
424;921,390504
353;554,195562
262;508,133096
381;315,120015
662;857,567334
913;366,334158
514;958,492412
165;828,136620
946;912,862752
907;711,644877
428;238,101864
209;283,59147
538;217,116746
647;631,408257
466;992,462272
475;318,151050
344;934,321296
461;303,139683
332;676,224432
723;458,331134
264;906,239184
785;921,722985
666;324,215784
887;384,340608
718;435,312330
719;592,425648
338;916,309608
307;707,217049
466;702,327132
485;332,161020
524;869,455356
973;799,777427
712;370,263440
761;304,231344
552;311,171672
873;704,614592
674;988,665912
965;336,324240
576;234,134784
437;331,144647
918;860,789480
619;775,479725
508;242,122936
797;626,498922
566;618,349788
435;274,119190
544;399,217056
173;300,51900
402;836,336072
611;434,265174
852;926,788952
853;678,578334
454;853,387262
925;311,287675
296;885,261960
937;392,367304
718;982,705076
489;368,179952
948;374,354552
327;677,221379
976;451,440176
675;809,546075
774;988,764712
963;981,944703
972;320,311040
911;832,757952
312;971,302952
483;395,190785
274;469,128506
755;929,701395
406;719,291914
807;293,236451
308;734,226072
149;308,45892
868;950,824600
857;941,806437
696;290,201840
795;402,319590
864;560,483840
913;566,516758
802;931,746662
901;241,217141
972;646,627912
723;483,349209
504;945,476280
325;562,182650
516;703,362748
307;662,203234
388;734,284792
209;372,77748
438;633,277254
587;246,144402
746;961,716906
475;458,217550
464;214,99296
183;650,118950
922;731,673982
671;215,144265
472;954,450288
753;865,651345
684;824,563616
985;907,893395
876;695,608820
407;689,280423
458;596,272968
419;685,287015
788;459,361692
887;774,686538
316;843,266388
935;670,626450
414;890,368460
601;669,402069
182;499,90818
573;324,185652
604;393,237372
705;487,343335
376;836,314336
337;427,143899
918;452,414936
719;286,205634
188;946,177848
257;729,187353
666;856,570096
955;331,316105
174;839,145986
983;689,677287
182;255,46410
591;449,265359
422;756,319032
403;227,91481
734;854,626836
755;932,703660
456;968,441408
287;728,208936
618;605,373890
339;264,89496
958;418,400444
197;957,188529
756;534,403704
415;596,247340
384;374,143616
883;447,394701
982;511,501802
241;823,198343
652;231,150612
803;857,688171
574;551,316274
755;990,747450
146;561,81906
257;876,225132
768;721,553728
409;977,399593
298;749,223202
567;367,208089
416;975,405600
145;739,107155
854;391,333914
413;957,395241
182;684,124488
371;345,127995
672;737,495264
313;842,263546
314;941,295474
885;255,225675
626;463,289838
597;924,551628
478;869,415382
369;988,364572
888;552,490176
197;597,117609
726;645,468270
915;676,618540
724;813,588612
303;757,229371
562;211,118582
391;825,322575
412;582,239784
653;395,257935
584;854,498736
195;279,54405
386;305,117730
207;297,61479
258;398,102684
269;322,86618
588;958,563304
297;389,115533
566;348,196968
425;645,274125
294;800,235200
933;991,924603
682;289,197098
271;903,244713
302;392,118384
883;853,753199
394;502,197788
385;393,151305
546;886,483756
967;553,534751
998;557,555886
239;573,136947
518;300,155400
867;443,384081
356;864,307584
525;600,315000
494;810,400140
801;853,683253
142;868,123256
173;935,161755
274;265,72610
705;801,564705
236;598,141128
757;234,177138
838;268,224584
619;583,360877
208;651,135408
577;935,539495
716;770,551320
715;337,240955
184;959,176456
943;691,651613
872;439,382808
601;770,462770
402;687,276174
653;527,344131
234;544,127296
155;948,146940
236;888,209568
737;795,585915
678;704,477312
239;912,217968
568;465,264120
957;471,450747
856;875,749000
645;783,505035
934;900,840600
503;331,166493
222;305,67710
171;624,106704
882;215,189630
223;233,51959
814;765,622710
565;415,234475
536;936,501696
147;251,36897
468;900,421200
449;956,429244
488;456,222528
687;363,249381
276;345,95220
645;770,496650
334;297,99198
293;996,291828
172;323,55556
271;863,233873
882;484,426888
963;639,615357
374;961,359414
925;573,530025
716;525,375900
867;888,769896
688;641,441008
889;481,427609
788;533,420004
597;424,253128
496;668,331328
375;792,297000
823;309,254307
322;912,293664
841;358,301078
212;994,210728
773;628,485444
244;662,161528
215;772,165980
776;924,717024
507;368,186576
468;615,287820
579;803,464937
648;403,261144
737;482,355234
276;361,99636
545;763,415835
944;973,918512
953;702,669006
782;867,677994
501;294,147294
922;453,417666
763;708,540204
174;667,116058
555;864,479520
456;514,234384
467;535,249845
268;629,168572
179;343,61397
628;656,411968
277;987,273399
566;231,130746
475;436,207100
884;427,377468
941;914,860074
542;355,192410
813;382,310566
434;631,273854
835;753,628755
286;827,236522
377;974,367198
188;532,100016
809;735,594615
638;855,545490
207;740,153180
876;391,342516
685;926,634310
684;946,647064
893;802,716186
672;270,181440
701;913,640013
552;385,212520
963;980,943740
284;475,134900
175;424,74200
366;316,115656
867;849,736083
418;862,360316
159;690,109710
568;720,408960
957;658,629706
426;434,184884
635;622,394970
254;312,79248
353;545,192385
512;230,117760
771;747,575937
742;866,642572
353;629,222037
744;510,379440
985;865,852025
326;781,254606
457;960,438720
358;969,346902
999;590,589410
308;930,286440
407;529,215303
826;920,759920
275;599,164725
374;631,235994
753;753,567009
202;301,60802
701;358,250958
142;885,125670
523;959,501557
794;798,633612
395;855,337725
976;839,818864
787;636,500532
758;898,680684
769;601,462169
798;791,631218
737;892,657404
866;563,487558
915;323,295545
154;311,47894
413;991,409283
482;779,375478
621;221,137241
652;832,542464
513;882,452466
344;342,117648
935;668,624580
876;528,462528
317;516,163572
588;340,199920
159;349,55491
378;255,96390
637;695,442715
916;580,531280
365;980,357700
324;585,189540
503;893,449179
152;616,93632
141;926,130566
512;457,233984
233;992,231136
754;343,258622
825;361,297825
436;704,306944
277;500,138500
888;810,719280
399;596,237804
308;707,217756
667;648,432216
776;570,442320
735;242,177870
714;456,325584
211;480,101280
772;647,499484
343;267,91581
694;709,492046
685;454,310990
656;991,650096
887;444,393828
658;222,146076
389;963,374607
878;441,387198
577;352,203104
826;531,438606
245;892,218540
254;916,232664
463;347,160661
802;877,703354
911;239,217729
742;731,542402
823;297,244431
504;358,180432
325;590,191750
886;247,218842
207;244,50508
688;298,205024
629;582,366078
468;838,392184
397;661,262417
426;553,235578
215;550,118250
734;503,369202
763;504,384552
322;316,101752
341;335,114235
442;452,199784
913;221,201773
374;219,81906
385;932,358820
296;348,103008
767;377,289159
518;970,502460
959;590,565810
278;931,258818
747;223,166581
286;212,60632
315;337,106155
274;776,212624
763;715,545545
452;746,337192
371;713,264523
342;644,220248
773;240,185520
314;888,278832
425;841,357425
206;606,124836
517;897,463749
728;265,192920
869;630,547470
828;271,224388
567;401,227367
356;895,318620
245;511,125195
794;876,695544
693;412,285516
232;601,139432
471;966,454986
162;629,101898
863;827,713701
914;481,439634
635;526,334010
356;404,143824
357;431,153867
188;655,123140
269;879,236451
378;858,324324
817;365,298205
646;763,492898
605;368,222640
314;660,207240
583;427,248941
522;343,179046
261;915,238815
892;815,726980
543;885,480555
214;588,125832
465;671,312015
536;848,454528
487;684,333108
598;765,457470
839;739,620021
408;788,321504
297;264,78408
516;314,162024
235;853,200455
414;291,120474
621;319,198099
872;516,449952
863;236,203668
804;808,649632
235;479,112565
846;414,350244
867;845,732615
988;217,214396
799;462,369138
808;994,803152
917;742,680414
746;863,643798
775;244,189100
194;420,81480
193;716,138188
222;575,127650
551;524,288724
572;424,242528
393;648,254664
514;264,135696
705;633,446265
676;945,638820
847;358,303226
348;723,251604
859;799,686341
908;646,586568
527;446,235042
676;248,167648
295;741,218595
524;604,316496
153;647,98991
472;234,110448
821;414,339894
142;816,115872
353;385,135905
504;635,320040
465;428,199020
966;816,788256
867;804,697068
848;773,655504
289;875,252875
388;811,314668
527;986,519622
786;969,761634
145;237,34365
454;393,178422
223;241,53743
682;766,522412
571;644,367724
722;558,402876
793;453,359229
774;965,746910
605;814,492470
796;502,399592
847;534,452298
208;352,73216
969;239,231591
538;500,269000
187;586,109582
376;754,283504
415;828,343620
614;704,432256
593;748,443564
282;423,119286
471;943,444153
962;615,591630
643;668,429524
894;845,755430
175;640,112000
576;387,222912
567;569,322623
298;652,194296
629;226,142154
658;855,562590
287;659,189133
896;584,523264
355;651,231105
604;833,503132
473;746,352858
672;753,506016
441;885,390285
572;716,409552
253;948,239844
274;639,175086
875;239,209125
176;252,44352
247;961,237367
888;304,269952
899;707,635593
688;737,507056
427;488,208376
886;281,248966
795;349,277455
794;384,304896
361;985,355585
392;337,132104
693;643,445599
514;419,215366
625;478,298750
346;951,329046
847;234,198198
498;894,445212
499;413,206087
948;484,458832
737;272,200464
156;573,89388
515;935,481525
834;552,460368
373;425,158525
302;815,246130
771;659,508089
812;352,285824
573;283,162159
144;227,32688
435;611,265785
336;469,157584
807;723,583461
948;309,292932
869;995,864655
408;399,162792
567;284,161028
326;691,225266
395;898,354710
454;716,325064
773;826,638498
992;580,575360
151;651,98301
342;872,298224
443;969,429267
384;748,287232
355;253,89815
416;756,314496
287;948,272076
178;905,161090
459;607,278613
418;495,206910
537;252,135324
726;634,460284
325;756,245700
284;666,189144
323;928,299744
502;366,183732
801;577,462177
852;417,355284
163;408,66504
814;567,461538
775;539,417725
966;300,289800
787;839,660293
808;996,804768
889;979,870331
448;266,119168
257;985,253145
386;555,214230
395;778,307310
734;711,521874
363;861,312543
532;916,487312
161;576,92736
662;531,351522
393;931,365883
894;711,635634
475;618,293550
706;514,362884
267;255,68085
328;648,212544
939;213,200007
388;674,261512
617;579,357243
626;683,427558
765;559,427635
204;869,177276
263;499,131237
662;342,226404
171;414,70794
812;803,652036
823;447,367881
174;858,149292
245;519,127155
886;671,594506
827;411,339897
358;997,356926
329;917,301693
428;459,196452
747;304,227088
156;960,149760
695;771,535845
784;327,256368
361;547,197467
972;534,519048
613;324,198612
274;338,92612
845;633,534885
566;333,188478
697;342,238374
478;917,438326
699;614,429186
678;348,235944
517;430,222310
426;497,211722
405;281,113805
