3√64,4
3√125,5
3√216,6
3√343,7
3√512,8
3√729,9
3√1000,10
3√1331,11
3√1728,12
3√2197,13
3√2744,14
3√3375,15
3√4096,16
3√4913,17
3√5832,18
3√6859,19
3√8000,20
3√9261,21
3√10648,22
3√12167,23
3√13824,24
3√15625,25
3√17576,26
3√19683,27
3√21952,28
3√24389,29
3√27000,30
3√29791,31
3√32768,32
3√35937,33
3√39304,34
3√42875,35
3√46656,36
3√50653,37
3√54872,38
3√59319,39
3√64000,40
3√68921,41
3√74088,42
3√79507,43
3√85184,44
3√91125,45
3√97336,46
3√103823,47
3√110592,48
3√117649,49
3√125000,50
3√132651,51
3√140608,52
3√148877,53
3√157464,54
3√166375,55
3√175616,56
3√185193,57
3√195112,58
3√205379,59
3√216000,60
3√226981,61
3√238328,62
3√250047,63
3√262144,64
3√274625,65
3√287496,66
3√300763,67
3√314432,68
3√328509,69
3√343000,70
3√357911,71
3√373248,72
3√389017,73
3√405224,74
3√421875,75
3√438976,76
3√456533,77
3√474552,78
3√493039,79
3√512000,80
3√531441,81
3√551368,82
3√571787,83
3√592704,84
3√614125,85
3√636056,86
3√658503,87
3√681472,88
3√704969,89
3√729000,90
3√753571,91
3√778688,92
3√804357,93
3√830584,94
3√857375,95
3√884736,96
3√912673,97
3√941192,98
3√970299,99
3√1030301,101
3√1061208,102
3√1092727,103
3√1124864,104
3√1157625,105
3√1191016,106
3√1225043,107
3√1259712,108
3√1295029,109
3√1331000,110
3√1367631,111
3√1404928,112
3√1442897,113
3√1481544,114
3√1520875,115
3√1560896,116
3√1601613,117
3√1643032,118
3√1685159,119
3√1728000,120
3√1771561,121
3√1815848,122
3√3652264,154
3√1860867,123
3√1906624,124
3√5929741,181
3√1953125,125
3√2000376,126
3√2048383,127
3√2097152,128
3√2146689,129
3√2197000,130
3√2248091,131
3√2299968,132
3√2352637,133
3√2406104,134
3√2460375,135
3√2515456,136
3√2571353,137
3√2628072,138
3√2685619,139
3√2744000,140
3√2803221,141
3√2863288,142
3√2924207,143
3√2985984,144
3√3048625,145
3√3112136,146
3√3176523,147
3√3241792,148
3√3307949,149
3√3375000,150
3√3442951,151
3√3511808,152
3√3581577,153
3√3723875,155
3√3796416,156
3√3869893,157
3√3944312,158
3√4019679,159
3√4096000,160
3√4173281,161
3√4251528,162
3√4330747,163
3√91125000,450
3√4410944,164
3√4492125,165
3√4574296,166
3√4657463,167
3√4741632,168
3√4826809,169
3√4913000,170
3√5000211,171
3√5088448,172
3√5177717,173
3√5268024,174
3√5359375,175
3√5451776,176
3√5545233,177
3√5639752,178
3√5735339,179
3√5832000,180
3√6028568,182
3√80062991,431
3√6128487,183
3√6229504,184
3√6331625,185
3√6434856,186
3√6539203,187
3√6644672,188
3√6751269,189
3√6859000,190
3√6967871,191
3√7077888,192
3√7189057,193
3√7301384,194
3√7414875,195
3√7529536,196
3√7645373,197
3√7762392,198
3√7880599,199
3√8000000,200
3√8120601,201
3√8242408,202
3√8365427,203
3√8489664,204
3√8615125,205
3√8741816,206
3√8869743,207
3√8998912,208
3√9129329,209
3√9261000,210
3√9393931,211
3√9528128,212
3√9663597,213
3√9800344,214
3√9938375,215
3√10077696,216
3√117649000,490
3√10218313,217
3√180362125,565
3√10360232,218
3√10503459,219
3√10793861,221
3√10941048,222
3√11089567,223
3√11239424,224
3√11390625,225
3√11543176,226
3√11697083,227
3√11852352,228
3√12008989,229
3√12167000,230
3√12326391,231
3√12487168,232
3√12649337,233
3√12812904,234
3√12977875,235
3√13144256,236
3√13312053,237
3√13481272,238
3√13651919,239
3√13824000,240
3√13997521,241
3√14172488,242
3√14348907,243
3√14526784,244
3√14706125,245
3√205379000,590
3√14886936,246
3√15069223,247
3√15252992,248
3√15438249,249
3√15625000,250
3√219256227,603
3√15813251,251
3√16003008,252
3√16194277,253
3√16387064,254
3√16581375,255
3√16777216,256
3√16974593,257
3√17779581,261
3√19902511,271
3√22188041,281
3√24642171,291
3√25153757,293
3√25934336,296
3√27270901,301
3√27543608,302
3√28094464,304
3√29503629,309
3√30080231,311
3√30371328,312
3√31554496,316
3√32461759,319
3√33386248,322
3√34645976,326
3√34965783,327
3√35287552,328
3√35611289,329
3√36926037,333
3√39304000,340
3√29791000,310
3√40001688,342
3√40353607,343
3√42875000,350
3√35937000,330
3√43243551,351
3√43614208,352
3√45118016,356
3√45882712,358
3√47832147,363
3√49027896,366
3√50243409,369
3√51064811,371
3√60236288,392
3√59319000,390
3√62099136,396
3√61629875,395
3√63044792,398
3√64481201,401
3√69426531,411
3√62570773,397
3√69934528,412
3√74088000,420
3√74618461,421
3√75151448,422
3√75686967,423
3√76225024,424
3√73560059,419
3√76765625,425
3√77308776,426
3√77854483,427
3√78402752,428
3√78953589,429
3√79507000,430
3√87528384,444
3√493039000,790
3√92345408,452
3√627222016,856
3√92959677,453
3√93576664,454
3√94196375,455
3√614125000,850
