120;213;-168;274,439
231;329;175;-272,463
722;-256;157;126,749
648;102;182;-367,565
221;415;157;-256,537
328;-166;272;-182,252
"2,52,15,52,36,123",766
527;126;182;-372,463
"2,10,21,51,49,261",835
134;323;185;-262,380
345;346;113;-206,598
600;154;172;-571,355
560;123;210;-347,546
114;226;254;-159,435
"2,34,32,12,18,163",936
997;-234;163;-564,362
201;534;108;-286,557
"2,50,15,62,07,134",747
546;127;-216;362,819
"4,87,10,62,13,106",912
"3,59,28,11,23,177",940
"2,11,13,42,29,262",836
"4,25,13,71,66,126",854
121;423;-268;167,443
102;253;366;-266,455
301;223;-162;277,639
"2,22,13,42,67,134",757
321;254;268;-267,576
322;233;267;-367,455
897;-354;213;167,923
"1,63,26,21,28,182",735
"1,08,25,12,81,231",871
"2,07,23,12,26,172",836
"2,14,39,21,57,162",925
"2,13,23,23,18,162",925
"1,23,22,34,08,174",928
"3,21,28,12,13,107",922
"1,66,24,61,23,127",662
785;-324;274;148,883
"3,66,17,62,31,166",939
654;192;-321;127,652
"2,67,27,61,23,216",882
"2,68,27,11,21,178",838
267;176;-262;239,420
"2,13,29,31,08,292",906
978;-324;282;-383,553
417;126;-187;177,533
258;292;392;-481,461
369;161;-160;173,543
"1,59,36,01,34,183",836
"3,54,28,21,26,124",886
"5,45,11,91,73,116",953
654;293;-583;262,626
"2,01,23,51,36,277",849
650;299;-563;267,653
"2,54,26,21,98,134",848
542;-162;167;236,783
"3,20,24,32,66,101",930
"1,45,26,62,87,116",814
"3,50,29,32,13,106",962
"1,45,14,83,12,108",713
350;276;236;-216,646
893;-467;237;166,829
325;228;364;-664,253
556;276;113;-382,563
"2,13,23,42,16,177",840
645;137;112;-387,507
"1,02,26,31,67,321",853
"3,06,32,41,25,189",944
540;312;-326;236,762
871;-231;123;173,936
987;-456;234;109,874
"2,50,28,31,23,167",823
522;234;167;-321,602
222;231;283;-372,364
"2,50,15,52,36,125",766
527;123;185;-372,463
560;125;208;-347,546
113;226;255;-159,435
"2,10,21,51,45,265",835
134;321;187;-262,380
"2,34,32,12,20,161",936
344;347;113;-206,598
600;151;175;-571,355
221;414;158;-256,537
121;213;-168;273,439
329;-166;271;-182,252
230;330;175;-272,463
722;-256;162;121,749
649;101;182;-367,565
"2,73,36,21,18,162",915
"1,71,26,92,57,127",824
"1,83,26,72,99,120",869
"1,21,23,51,87,232",775
"1,11,23,52,17,177",740
"2,17,13,61,82,119",654
"1,76,13,41,83,124",617
"2,31,21,61,36,163",746
"2,18,45,61,62,106",942
"2,32,23,11,72,216",851
"1,62,37,51,36,164",837
"1,26,14,61,73,217",662
"2,48,31,61,64,106",834
"2,56,16,51,34,268",823
"2,16,31,71,23,216",872
