35;-16;21;-21,19
44;-27;23;52,92
91;-76;13;22,50
71;12;-26;21,78
23;-17;27;-14,19
24;-18;12;22,40
34;-16;17;-16,19
24;-18;25;12,43
27;16;-23;16,36
32;-17;23;-18,20
45;-26;20;-27,12
67;16;-23;22,82
22;51;-17;17,73
76;16;-36;11,67
21;-16;28;-13,20
24;-17;12;23,42
32;-17;17;-16,16
23;-19;25;12,41
32;-16;24;-22,18
43;-27;23;51,90
91;-75;13;23,52
71;11;-26;21,77
27;17;-23;16,37
31;-17;23;-18,19
44;-27;22;-27,12
66;15;-23;23,81
21;51;-16;17,73
77;16;-37;11,67
72;12;-27;21,78
27;16;-24;16,35
32;-17;23;-19,19
44;-27;23;-26,14
66;17;-23;21,81
22;51;-16;18,75
77;17;-37;11,68
22;-17;27;-14,18
23;-17;12;22,40
33;-17;18;-16,18
24;-18;25;13,44
34;-16;22;-21,19
43;-27;22;51,89
92;-76;13;22,51
71;11;-26;22,78
27;17;-24;16,36
31;-17;24;-19,19
43;-26;22;-27,12
66;16;-22;21,81
21;52;-16;17,74
76;17;-36;11,68
22;-16;27;-13,20
24;-18;12;23,41
33;-16;18;-16,19
24;-18;26;13,45
31;-17;24;-21,17
40;-27;23;54,90
90;-76;13;24,51
32;-16;24;-21,19
42;-27;23;52,90
92;-75;14;22,53
72;12;-27;22,79
22;-17;28;-13,20
24;-18;11;22,39
32;-17;18;-17,16
23;-19;26;13,43
26;17;-23;15,35
31;-17;23;-19,18
42;-27;22;-26,11
67;17;-23;22,83
22;51;-16;17,74
74;16;-37;14,67
92;-75;13;23,53
71;11;-27;21,76
26;17;-24;16,35
32;-16;24;-18,22
31;-17;23;-21,16
44;-27;22;52,91
22;-16;28;-13,21
24;-17;11;23,41
33;-16;17;-16,18
23;-19;25;13,42
44;-26;21;-27,12
67;16;-23;21,81
21;52;-17;17,73
77;16;-36;12,69
31;-16;24;-22,17
42;-27;25;51,91
91;-75;14;23,53
72;11;-27;20,76
23;-17;28;-14,20
23;-18;12;22,39
31;-17;19;-17,16
23;-18;25;12,42
26;17;-24;15,34
31;-16;23;-19,19
43;-27;22;-27,11
68;17;-23;21,83
22;52;-16;18,76
76;16;-37;12,67
76;17;-37;11,67
22;51;-17;18,74
