21;24;-21;12;50,86
33;14;50;-34;13,76
21;24;-30;13;21,49
12;14;22;-11;-13,24
51;10;24;-13;-22,50
11;14;-14;12;22,45
60;15;-14;22;-12,71
24;-11;24;-22;32,47
23;22;-15;12;-20,22
73;11;14;-33;11,76
13;14;19;-32;20,34
34;51;-32;22;14,89
12;23;51;-33;22,75
25;-13;23;12;-14,33
22;22;-32;15;-16,11
21;23;-33;17;-14,14
13;81;-40;23;-24,53
13;32;-23;-10;34,46
22;23;-14;51;-21,61
31;14;-23;12;13,47
26;-13;22;12;-14,33
25;20;-32;14;-16,11
23;22;-33;16;-14,14
12;81;-40;24;-24,53
12;33;-23;-10;34,46
21;24;-14;51;-21,61
32;13;-23;12;13,47
11;12;23;-32;20,34
33;51;-32;21;14,89
11;24;51;-33;22,75
70;12;13;-33;14,76
21;24;-21;13;50,87
33;14;51;-34;12,76
23;-11;24;-22;31,45
23;24;-15;11;-20,23
21;14;-14;51;-21,51
13;15;21;-10;-14,25
52;11;24;-14;22,95
11;13;-14;11;23,44
60;16;-14;23;-13,72
11;81;-40;23;-24,53
14;31;-23;-10;34,46
22;24;-15;12;-20,23
23;12;-14;51;-21,51
61;15;-14;23;-13,72
14;13;22;-10;-14,25
70;11;14;-33;14,76
23;-11;21;-22;33,45
21;23;-21;14;50,87
31;15;51;-34;13,76
83;13;-34;12;-11,63
32;14;51;-33;13,77
23;22;-30;13;21,49
52;13;12;-22;10,65
71;14;-12;-10;13,76
22;14;-13;22;-12,33
14;21;11;-32;22,36
13;14;21;-10;-14,24
21;24;-14;13;-21,23
70;10;14;-33;13,74
61;15;-14;23;-12,73
24;-12;24;-22;32,46
22;24;-21;12;50,87
33;14;51;-33;13,78
22;24;-30;13;20,49
12;14;22;-11;-14,23
20;24;-14;14;-21,23
70;10;14;-32;13,75
20;25;-15;12;-20,22
70;11;14;-33;14,76
13;73;-20;11;-24,53
14;32;-23;-10;24,37
21;14;-11;51;-21,54
33;52;-32;23;10,86
11;23;52;-33;21,74
31;14;-23;11;14,47
11;14;21;-32;20,34
24;22;-33;15;-14,14
26;-13;23;11;-14,33
26;21;-32;12;-16,11
53;13;21;-14;22,95
12;14;-14;11;21,44
62;14;-14;23;-13,72
21;25;-21;12;50,87
32;15;51;-34;12,76
22;23;-15;13;-20,23
22;13;-14;51;-21,51
70;13;12;-33;14,76
26;-11;21;-22;31,45
12;14;23;-10;-14,25
70;13;14;-33;14,78
21;23;-22;14;-13,23
31;14;52;-34;14,77
20;12;13;-22;14,37
24;22;-15;11;-20,22
22;14;-14;53;-21,54
13;13;22;-24;14,38
51;11;24;-14;13,85
11;16;-14;11;21,45
60;16;-14;14;-13,63
